0,2016.10.13 10:46,7月23日，北京八达岭野生动物园发生老虎伤人事故致一死一伤。32岁游客赵女士在东北虎园下车时，被老虎拖走受伤，其母周女士下车追女儿时遭老虎撕咬死亡。昨日，伤者赵女士讲述事发经过时称，自己因为坐车晕车，下车去往驾驶室被咬伤，并非因为吵架。昨天晚上，赵女士接受京华时报记者电话采访时回忆，事发当天早上，她开着 车去给车做了保养，并且一路开车到八达岭野生动物园，加上路上堵车，自己非常累。于是，进入动物园后，就让爱人开车，但由于爱人开车不熟练，并且当时正处 于上坡地段，自己有点晕车。赵女士说，由于自己开车不晕坐车晕，所以提出要开车，便下车去往驾驶室。在走到驾驶室时，赵女士听到了 巡逻车按喇叭的声音，但来不及了，老虎已经扑过来了。对于为何会在东北虎园下车，赵女士回应说，东北虎园的构造非常混乱，容易给人一种错觉。在看到“禁止下车”警示牌的地方自己并没有下车，而是到了允许下车的休息区才下的车。赵女士告诉记者，自己受伤确实很严重，但并不像网上说的那样下巴被咬掉，“我的腰部、面部、脊椎、牙齿等多部位受伤，右脸有一道20多厘米长的疤痕，面部 神 经受损，牙齿掉了两颗，咀嚼功能受到影响。”赵女士称，目前的医学治疗已经结束，之后右下颌部分有钢板要取出，还需进行一些康复性、整容性的后期治疗，毕 竟自己还这么年轻。赵女士称，“事发当时就应该发声。但是我们充分相信了当地的政府。爱人单位领导和地方政府也一再协调。他们采取迂回战术，这可能是危机公关的手段吧。等调查报告出来之后，动物园就有恃无恐了。动物园说仍在与我们商谈，那是天大的谎言。”对于网上的言论，赵女士称：这是诬陷。任何人都有判断失误的时候，我自己肯定有责任，但我不认同网民的“不作死不会死”这一说法。事发当晚，延庆的朋友圈都在疯传我的消息。看到资料被扒，挺无语的。事发后，赵女士的父亲一直在和动物园的协商。赵先生表示，8月29日，在和八达岭野生动物园协商时，园方提出按照处理交通事故的办法定损、定责、定赔。对于 死者周某，双方协定定损124.5万，并达成一致。家属认为动物园应对周某的死亡承担全部责任，但动物园表示只承担15%的责任，并予以赔偿。对于伤者赵女士，家属一方提出定损150余万，己方承担20%至30%的责任，动物园承担70%至80%的责任；但动物园只认可74.5万，不同意家属提出的精神损 失费和后期治疗费用赔偿。赵先生表示，截至目前，动物园一方也没有给出明确的答复，双方也未达成一致意见。昨天晚上，记者联系到八达岭野生动物园负责宣传的曹先生。对于家属指称的动物园没有及时采取有效救援措施一事，曹先生表示，根据视频显示，巡逻车当时就是过去救援的，事情已经很清楚了，不需要再做出解释。曹先生称，动物园会依据政府结论办事，政府的调查报告非常详细清楚，动物园没有责任，也就不存在赔偿的问题，如果有赔偿的话，也仅仅是出于道义上的。目前， 动物园仍在和家属沟通，但还没有结论，对于事情的进展和双方协商的问题，曹先生表示不方便透露。此外，曹先生说，东北虎园目前仍未开放，具体开放时间还不确定。[“我们要求的只是一个公道，一个澄清事实的机会。”]10月14日，八达岭野生动物园老虎袭人事件受伤者赵女士，接受了澎湃新闻的采访。在谈及事故的赔偿问题时，她表示，“人已经去世了，他就算是赔偿一个亿也好，或者怎么样也好。对于我们来说一条鲜活的生命没有了。受伤的人也是很难恢复以前的那种模样了。所以我们要求的只是一个公道，一个澄清事实的机会。”不过赵女士也表示说自己并非没有责任。她认为，自己的责任在于，一是对周围环境的误判，包括下车的一种草率。事情过去已经有将近3个月时间，赵女士在回忆起事发当时的场景依然十分清晰。她回忆说，那天因为车子走走停停，自己有点晕车。于是，就打算和爱人交换座位，自己来开车。当时，赵女士是一直走到了主驾驶位置之后，后面一辆小红车按了喇叭。但是那个时候老虎就已经向她扑过来了，已经为时已晚了。她说：“大家第一时间看到的就是我下了车，然后救援车辆它又第一时间出现了。但是后面的事情就没有了。”“我爱人也不停地敲打救援车的门。但是他们回应的方式就是，这种情况我们没法救，遇到这种情况我们也不敢下车。”事故消息在网上曝出后，也引发了网上诸多的讨论，更有网友对赵女士恶言相向。对此，赵女士表示，母亲去世的伤痛要大过对于舆论的关心。她认为，最后还是要用事实，用法律最终的判决来证明这些事情。
1,1月13日 09:36 ,小鬼我是一片云809,,只怪自已没吧，嫁武松多好。 
361,2016-11-17 21:57 ,郑晓1988rui,,讲真，你俩换坐位速度快点可能老虎还来不及咬你，真不知道下了车不换坐磨蹭的什么？ 
362,2016-11-17 21:53 ,滴滴滴Au,,本来下车就是不应该的啊！ 一个老虎 谁不怕 
363,2016-11-17 21:52 ,shrecky,,真的她老公冲得很快，但也是最快跑回来的，虽然中间纠结了很久要不要冲上去，但最后还是决定赶紧开车走人算了，估计他看到都咬成那样了，应该没了…… 
364,2016-11-17 21:52 ,未_亡,北方汉子的邮局,@皇家每羊大学 哈哈哈哈哈哈真的弱崽 这就拉黑了 没玩够呢 
365,2016-11-17 21:51 ,开在心头的蔷薇花,,这个话题出来一次被骂一次😂 
366,2016-11-17 21:50 ,週靖添,,老虎她下车聊我，怪我呢？ 
367,2016-11-17 21:49 ,郑晓1988rui,,讲真，有的人说动物园为什么没有预备方案。 动物园说清楚了这是野生动物园，下车后果自负。 就明确告诉了你 下车非常危险。 还需要预备什么方案，难道徒手救人？或是开枪打老虎？ 
368,2016-11-17 21:48 ,开在心头的蔷薇花,Baby_王俊凯,你想多了，我去那种地方不确定到了安全区打死我都不下车。 
369,2016-11-17 21:45 ,黑板家-粉笔小姐,,但是总体原因就是动物园说了不要下车，但是你违反了，如果说确实你没下车，老虎扑上去，那这个是动物园的责任 
370,2016-11-17 21:44 ,皇冠骑士queens,,不按喇叭，难道让动物园的人也被吃了吗？ 
371,2016-11-17 21:42 ,超懒爱吃不想胖,Baby_王俊凯,你想多了，换我别人踢都踢不下去，何况自己下车送死 
372,2016-11-17 21:41 ,four_ning,,我觉得，人与人之间为什么就不可以诚恳地承认错误，明明完全不关动物园的事。完全就是自己的错。都那么久了，还出来一直打官司，想叫动物园赔多点钱。知道家属伤心与悲痛，但是从没认真地想过自己与家人的错误在哪。 
373,2016-11-17 21:41 ,未_亡,AUGUSTO_PARK_LEO,叫地主！ 
374,2016-11-17 21:41 ,未_亡,咕咕咕哒咕咕哒,哈哈哈哈 
375,2016-11-17 21:40 ,未_亡,皇家每羊大学,说实在的，迷之阴阳怪气 
376,2016-11-17 21:40 ,shrecky,,哇，现在这位赵女士又改口了呀，不是因为晕车而换位置了…… 
377,2016-11-17 21:39 ,未_亡,sunny晔_sunny,心疼 
378,2016-11-17 21:38 ,超懒爱吃不想胖,,老虎怎么没咬死这个sb呢。害死了自己的妈，老公都不敢救他让巡逻的救。巡逻的命就不是命了么？？。为自己行为负责 
379,2016-11-17 21:37 ,团子工厂长,,滚！！！！气死爹了…… 
380,2016-11-17 21:35 ,超懒爱吃不想胖,,我纳闷，你老公都不去救你，你让动物园的人去救你，你真以为四海之内皆你妈啊。真心疼你妈。人家动物园的人又不是武松，你自己下去送，你能怨谁，动物园有责任，但是你一条狗命值多钱就没完没了的讹。赔也是赔给你妈的。脸皮真厚。 
381,2016-11-17 21:19 ,说话算话_喔,Baby_王俊凯,哦，你想多了，我虽然胆子很大，这种保命的规矩还是懂的，所以压根不会发生这种作自己的情况。 
382,2016-11-17 21:17 ,一个馒头吃不饱的人,两个馒头吃不饱的人, 
383,2016-11-17 21:16 ,就爱真真,,重点不是为什么下车而是根本就不该下车，不遵守规则是要付出代价的，希望自己先反省一下。 
384,2016-11-17 21:15 ,用户13276489,,动物园巡逻员也要象你妈那样下车被老虎咬死吗？脑残一家族 
385,2016-11-17 21:09 ,-宝宝要抱抱,,你特么以为这世上还能出现第二个武松？？ 
386,2016-11-17 21:09 ,张博航2pm,,伤者违反规定擅自下车是有错，可公园没有有效应急手段难道真的没有责任？假设伤者不是下车而是老虎打破车窗呢，公园发现也束手无策我们还要怪车不结实？或者警察发现歹徒行凶的包围歹徒确因需要自保只在车上鸣笛我们也说警察做的对？手段缺失也是责任，不能与伤者违规混为一谈 
387,2016-11-17 21:07 ,StrawberryIceSoda,,我们在乎的可不是你吵没吵架这件事 
388,2016-11-17 20:57 ,纪开心儿_,洋芋滚滚圆,我服你 
389,2016-11-17 20:57 ,Mar-Ee-Oh,,你不要命，还让别人也跟着不要命………这家人真是服了 
390,2016-11-17 20:53 ,包包有点儿萌,,要动物园认识到责任缺失？你到现在都没有认识到问题根本在自己，简直没得救，老虎怎么没把你给咬死 
391,2016-11-17 20:52 ,苏冬笑,,不管是吵架还是商量好换位置你都是私自下车，园里本来就有规定不能下车咯你下了就是下了现在来怪别人不救你 
392,2016-11-17 20:46 ,connieloveyoyo,,真是恶心 
393,2016-11-17 20:43 ,给我一碗白米饭y,,感觉是自己作哎…… 
394,2016-11-17 20:41 ,三更半也,,我对这家人也是无语了 自己作死 难倒要人家下来和老虎殊死搏斗来就你这个作死的人 你当人人都是武松了啊 你命是命 人家就不是啊 真是自私到了极点 自己作的死 赔了自己母亲 还要人家救援人员给你陪葬啊  自作孽不可活 
395,2016-11-17 20:36 ,0712ywq,,看了大半看不下去，害死自己的母亲没有表现出伤心，却在强词夺理要求动物园赔钱……做人还是要有点良心，不然会有报应的…… 
396,2016-11-17 20:33 ,亚男-女,,这要是动物园赔了这200万，以后但凡有个想不开闹自杀的人，就都去动物园了 
397,2016-11-17 20:30 ,轻风拂你,,通过完整视频发现动物园方面的失职一、那个吉普车的作用现在看来只是能够看管住游客不下车的，对付老虎没有有效的办法。二、既然吉普车只能是看管住游客不下车，实际却又没有看管住，那就形同虚设。从这两点来看，动物园确实应该负有一定的责任。 
398,2016-11-17 20:29 ,花栗鼠S小姐,,怎么还是感觉她老公没有救她的意思 
399,2016-11-17 20:22 ,啾不酱,,如果每个人都不遵守规矩，那么制定规矩又有什么意义？再多的理由，也掩盖不了自己下车的事实 
400,2016-11-17 20:19 ,晴天-妍,三岁瑾瑟加,园区同意出于道义给一部分钱，她们嫌赔的少，协商不成，所以才开始闹 
401,2016-11-17 20:18 ,隔壁潘家的小丫头,,你老公该负责，作为你的老公，下车后只是来回踱步，不停拍打车门，要是把拍打车门的时间拿去打老虎你就不会被咬了，或者他应该去把老虎喂饱的 
402,2016-11-17 20:18 ,挥舞乱刀的熊猫,,啥玩意一死一伤的代价还要你们怎么样，没起诉你们不遵守规则造成恐慌就不错了，你们一死一伤了动物园就得赔钱么？一死一伤是你们不遵守规则的代价，而这个代价不需要动物园来买单。别人有车停在那是别人愿意，人家停在那也没出来人，你也可以停在那，但你出来人就是你自己的不对了，还狡辩啥啊 
403,2016-11-17 20:15 ,刘栋哥哥,,看来大家在生活中遇到的疯子不少，就把这个疯子当出气筒撒吧。她可怜的母亲大人安息！🙏 
404,2016-11-17 20:15 ,buing么么,,视频里他丈夫好窝囊，换座时估计看见老虎了吧，也不赶紧把媳妇拽回车里！ 
405,2016-11-17 20:13 ,sijia滚滚,,从头到尾这女的说的那些话总感觉脑子有点问题，所有的事都是我以为我以为，真的蛮可笑的 
406,2016-11-17 20:11 ,潘小爬UniversalLove,,这个出事的女主角，心里早知自己不对，为了要一点赔偿费用，咬定动物园有责任，但是最大的责任就是因为您自己的原因导致最后的结果，只是为之您付出的代价未免太大了，总是有那么不听话的人。 
407,2016-11-17 20:10 ,猪猪不是胖嘟嘟,,管呢什么理由 你就是自己下车的啊！ 
408,2016-11-17 20:10 ,tilamisu311,洋芋滚滚圆,哈哈哈哈 
409,2016-11-17 19:56 ,目前电量1,,都说了不能下车～你干嘛下车！等于你错在先还要把屎盆子反扣给别人？只是前进后退怎么呢？难道像你一样茫然下车被老虎拖着走？ 
410,2016-11-17 19:49 ,猫奴暖暖-虫,,你吵架也好商量也好 动机有任何意义?然而结果是开了车门 自己违规了。有钱请这种毫无逻辑的律师不如留着整容 
411,2016-11-17 19:49 ,一场雨-迎风舞剑,,不遵守游戏规则，受到惩罚，若不是母爱无疆，大无畏的牺牲自己，死的会是谁呢？有多少先例，自以为是，自作主张，不去遵守规则，而酿成惨剧，可惜了一位好母亲，为儿女的错误，付出了生命的代价，在大规则里，起因是什么，重要么？自己应该反思一下，我们也要反思一下…… 
412,2016-11-17 19:41 ,是小蚊子啦,橙子阿呆呆, 真的是没完没了了。 
413,2016-11-17 19:29 ,你你你你是胖子吗,涨_爆,此次动物园就是这么做的啊，救援人员先把人群疏散，然后关闭园区把13只老虎收笼了，才救下两位受害者的啊，从开始到结束用了二十分钟 
414,2016-11-17 19:27 ,慕容可乐Y,,可我觉得动物园确实救人不力，没有应急预案，出了事耽误那么久才把人救出来，看视频等得心累 
415,2016-11-17 19:26 ,呆萌的海獭,,怪动物园没雇一车武松 
416,2016-11-17 19:19 ,立风sabrina,用户6009975181,各种不要脸。看了她的采访视频，说话铿锵有力，每句话以“我以为”作开头，以此推卸责任，到事发地情景还原时并无任何哽咽惶恐哀伤。这个女的根本冷血 
417,2016-11-17 19:16 ,瑜梓汐,,希望造谣说人家吵架的站出来说说造谣原因。 
418,2016-11-17 19:15 ,回不去的童年886,,把老虎这样的猛兽关起来   一旦它有机会出来那还了得   都有提示说不要下车了  这就是不守规矩的下场  就想红绿灯一样   你只要闯就扣你分 
419,2016-11-17 19:14 ,那谁一一过来,,你们干脆去人肉这女神经，让她归西吧，一家子三天两头出来恶心人 
420,2016-11-17 19:12 ,最美不过尘埃,记得小时候我可猛了,看来不用理论了，在你的眼里中国人都是不遵守规则无理取闹的人，还是你向来就是这种人所以想象人人都如此，但愿你以后被这种人讹上也觉得别人是理所应当，心甘情愿荣幸之至地被讹 
421,2016-11-17 19:09 ,向前看退步走,,我就不明白，动物园有玩的了？是你看动物啊还是动物看你 
422,2016-11-17 19:05 ,Sybil喵喵君,,请问怎么防护？下车把老虎打死？ 
423,2016-11-17 19:00 ,丫ssyyy,,人家已经够可怜了，就不要网络暴力了，换位思考一下，古人都说人非圣贤孰能无过，她们已经为她们的过错付出了代价，吃瓜群众还是继续吃瓜吧 
424,2016-11-17 19:00 ,淘金6,对面的保安看过来c,不认同！决不能同情、放纵严重违法者，试想她撞死的是无辜人啦！那对死的无辜之人太残忍了。同情违法者就是对无辜人的不公平！！！好再她是自己找死，活该！ 
425,2016-11-17 18:56 ,一个可以想念的人,,不要问如果是你你会怎样，第一我还没车第二我还缺个老婆第三正常人办不出来这事 
426,2016-11-17 18:56 ,宁夏缘若伊美妆有限公司,,巡逻车上也是普通人，又不是武松！这种人真是搞笑，影响动物园秩序！赔钱！ 
427,2016-11-17 18:49 ,奋斗中的女神-经,,说动物园没有应急预案，我想说的是，怎么应急啊？打死老虎？那老虎也太冤了吧！老虎扑食是天性！谁也管不了 
428,2016-11-17 18:48 ,淘金6,,优胜劣汰，你活该汰，别拉上别人！ 
429,2016-11-17 18:48 ,小眼睛Chener,,钱给少了，开始咬人了？ 
430,2016-11-17 18:48 ,青春Boyd,,这要是动物园工作人员下车了，一个工作人员被咬死了那才说不过去，自己酿的恶果让别人尝了 
431,2016-11-17 18:47 ,青春Boyd,,就问赵小姐，如果给你预知未来的能力，你还会不会晕车换座。你要是说敢，那动物园二话别说赔了她，她要是不敢，那就是可以忍受。而且下车不知道赶紧上车？车里也可以换不知道？ 
432,2016-11-17 18:47 ,我在日落之前等着你回来_,,我真是看新闻又忍不住上来骂你还怪人家没办法救你？你作死谁能救你？赶紧滚滚滚 
433,2016-11-17 18:34 ,Queen_yrj,,你是人，人家巡逻员就不是人了，明知道那是老虎，凭什么让人家白白去送死，牲畜无情，更何况是猛兽，人家巡逻员怎么就不能爱惜自己的命，你想让人家怎么救你，恐怕10个人也不是两只老虎的对手 
434,2016-11-17 18:33 ,瘦莱莱莱,,晕了 
435,2016-11-17 18:32 ,名字好难取噗,,不下车就啥事没有，下车后你还在主驾驶逗留那么久干嘛呢 
436,2016-11-17 18:31 ,galaxy_sherrylam,,不按喇叭，难道你还要别人下车救你哦，你是人别人不是人 
437,2016-11-17 18:30 ,北海有灵名为鲲,,说到底还是自己下车惹得祸，不下车啥事都没有，去动物园的游客那么多，老虎怎么就单单咬你了呢 
438,2016-11-17 18:26 ,芳草溢溢,,动物园的责任就是没雇个武松给当保镖，一成年人，要为自己的行为负责吧，是不是吵架换车重要吗？还TM强调两人商量好的，怎么想的！ 
439,2016-11-17 18:21 ,Shirley猫殿下,请不要装纯,当巡逻人员是武松呢 
440,2016-11-17 18:19 ,潮牌鞋服批发,,为什么又发一遍 我看到那位母亲就难受 
441,2016-11-17 18:18 ,Mumoci·kk,,自己送死还要别人送死…自私到这种程度…一点也不可怜，挺可恨的… 
442,2016-11-17 18:14 ,--麦麦_,,哎，真是不作死就不会死啊… 
443,2016-11-17 18:10 ,炒鸡帅锅,,药店碧莲，私自下车还好意思找动物园要钱？ 
444,2016-11-17 18:07 ,用户6012197879,,因为你的任性导致母亲的无辜死去 
445,2016-11-17 18:00 ,Jumper64,Baby_王俊凯,我确定不会下车 
446,2016-11-17 17:58 ,你你你你是胖子吗,,死的是你伟大的母亲你知道要钱了，若是巡逻员因你错误致死，你会拿二百万赔给人家吗？2 想想你毫发无伤的丈夫吧，冲向老虎的是你伟大的母亲。3 你任性害死的了你的母亲，不思检讨！还想第二次和动物园伸手要钱。4 你说那句“你妈白死了”让你全国人民对你失望透了！给你二百万你妈就死的值了?！ 
447,2016-11-17 17:55 ,浩哥在北京,,动物园有重大责任。不过这样一来好多领导要撤职，所以只能拒不承认了。 
448,2016-11-17 17:53 ,abc秋水,,正常人是不会下车的， 
449,2016-11-17 17:52 ,只是三七开,,早就看过这视频，怎么现在才报道 
450,2016-11-17 17:52 ,涨_爆,用户6009975181,马戏团收老虎进笼就容易，能开车进入的场地这么大，一天能全部收齐？收完还要点数呢。车坏、窗破都是些猜测的假设，大众应该关注的是，除了签订责任书和提示不要下车外，动物园还有什么措施保障守规矩的人，暂时来看，动物园还没有说明 
451,2016-11-17 17:50 ,你你你你是胖子吗,Kkong_映,只怕过俩月还有再再续，钱没要够呐 
452,2016-11-17 17:48 ,你你你你是胖子吗,巧maymay,她敢开微博嘛 
453,2016-11-17 17:47 ,你你你你是胖子吗,NikolaPrince,说到底游客安全意识淡泊，都三十来岁的人了，咋还那么任性呢，虎园敢下车这也是没谁了 
454,2016-11-17 17:44 ,深山小仙儿,,没看到视频有什么黑幕，这视频挺正常的，那么多车来了驱散老虎，你还想怎么着？ 
455,2016-11-17 17:43 ,深山小仙儿,,自己傻下车，现在还不知悔改，全是别人的错，就你一个人对，老虎不听你这套。那么多人游园，只对你是高危险，这就是优胜劣汰，你就是汰。 
456,2016-11-17 17:39 ,你你你你是胖子吗,涨_爆,这种情况就完全可以通过打救援电话，等待救援，救援人员会先收虎进笼，然后拖车。至于动物拍窗，放心老虎不是大象拍不烂的 
457,2016-11-17 17:36 ,月下遛猫,,看了这件事的各种报道以及网民的评论，感觉网络暴民好多。我们这些网民不了解真正事实就主观地审判别人实在不应该，最了解事实的三方人员的表态，我认可这个赵女士，首先她已经承认错误。反观，动物园方完全没有任何反思，表明态度改进救援方法，令人心惊。三，媒体一开始为什么不公布完整视频，黑幕？ 
458,2016-11-17 17:35 ,你你你你是胖子吗,立风sabrina,这女人真的是够了，她妈拿命来救她，最终还不能安息，被女儿用来炒作敲竹杠，不知道反省，反而让别人为她过错买单，五百万，狮子大开口 
459,2016-11-17 17:32 ,你你你你是胖子吗,大荒茶神,安保人员确实该尽责，但是来的是手无寸铁的巡逻员，再者救援人员也应该在确保自己的安全前提下实施救援，这是应急预案的原则！ 
460,2016-11-17 17:25 ,表姐不是姐,励志锦集,你去我也不得去 
461,2016-11-17 17:23 ,和她睡还好吗,用户6009975181,所以还是要靠枪啊 
462,2016-11-17 17:19 ,对面的保安看过来c,,这就跟闯了红灯却被撞死一个道理，周围人的冷漠好可怕，缺素质还可以通过加大教育来提高，但缺人性缺德可就真的没办法了。 
463,2016-11-17 17:12 ,Ai安安航航,,不管是吵架下车还是换人驾驶，违规下车造成后果需自己承担，如果不遵守游戏规则，导致后果由他人来承担，谁还敢出此游戏？自己都不爱惜自己，让别人来为你保驾护航？自作孽。 
464,2016-11-17 17:09 ,光合流年摄影工作室,AAAKEMI柯琪,哎呀，我考驾照的时候教练真没说过喇叭声能赶走老虎 
465,2016-11-17 17:05 ,strengthgirl--许可,,换位可以在车内换的  这样太危险了 
466,2016-11-17 16:58 ,不错的小斌子,,有枣没枣先打三杆子 
467,2016-11-17 16:57 ,月下遛猫,,总有些人恶意揣测别人的想法，人家要说法又不是要钱，是想恢复正当的名誉，不是一开始媒体报道的夫妻吵架，就算是杀人犯也有正当权益，你可以说他杀人。但是不能冤枉他多杀了一人！ 
