0,2016-10-16 20:41,【张大伟回国投案自首，为什么追逃爱劝返？】近日，犯罪嫌疑人张大伟回国投案自首。在打击贪官外逃方面,我国主要依靠引渡、遣返、劝返等措施。从实践可看出，许多外逃人员已通过劝返的方式回国接受法律的审判和制裁。什么是劝返？为什么追逃爱劝返？
5133,2016-10-17 08:14 ,DIDUDIA,大张伟, 
5134,2016-10-17 08:14 ,Baby_Sarah_,,我看成了大张伟…还以为又是抄袭闹大了呢… 
5135,2016-10-17 08:14 ,是小栗子哇,大张伟, 
5136,2016-10-17 08:14 ,酒窝颖owo,,看成大张伟的抱紧我 
5137,2016-10-17 08:14 ,马小五丶,,第一眼看成了大张伟。 
5138,2016-10-17 08:14 ,木卜公子,,我也以为是大张伟 
5139,2016-10-17 08:14 ,壹顆橘子皮,,看成了大张伟 
5140,2016-10-17 08:14 ,弹古筝的lisan珊,,看成大张伟的不是我一个人 
5141,2016-10-17 08:13 ,一身无温柔1998,,以为是大张伟，吓得劳资早餐差点掉地上 
5142,2016-10-17 08:13 ,巨鑫酒业,,不自觉的看成大张伟 
5143,2016-10-17 08:13 ,kyuu想去外太空,,還以為是大张伟 
5144,2016-10-17 08:13 ,艾玛小超人,,我看成了大张伟 
5145,2016-10-17 08:13 ,搅浇yiya,,tm原来不止我一个hhhhh大张伟 
5146,2016-10-17 08:13 ,Someone丿i,,妈的，我以为大张伟呢 
5147,2016-10-17 08:13 ,云朵上的蜘蛛侠和大熊猫,城城xzq,应该是受 
5148,2016-10-17 08:13 ,独墨要变大女王,,卧槽吓死我了 
5149,2016-10-17 08:13 ,喵呜淼吖,,看到现在才发现不是大张伟！，我是瞎了么 
5150,2016-10-17 08:13 ,Yvon_na,,。。。大张伟回国投案自首 
5151,2016-10-17 08:13 ,名妆造型沁雯,,原来看成大张伟的不是我一个人😂😂😂我还在想我家大老师咋的了 
5152,2016-10-17 08:13 ,沐阳珊珊,,我为什么第一眼看到的大张伟😭 
5153,2016-10-17 08:13 ,Baby_Case,,看成了大张伟 
5154,2016-10-17 08:13 ,于洱,,大张伟… 
5155,2016-10-17 08:13 ,云朵上的蜘蛛侠和大熊猫,老公最爱的老婆,戳中笑点 
5156,2016-10-17 08:13 ,Liang慢慢,,表示看成了大老师 
5157,2016-10-17 08:13 ,卢皇上是最厉害的人,,我也是看成大张伟 
5158,2016-10-17 08:12 ,静止在稻草上的火鸡,#大张伟#, #大张伟演唱会11.19北京首场# ¡评论配图 
5159,2016-10-17 08:12 ,HelloKitty1117,,吓死我了看成大张伟 
5160,2016-10-17 08:12 ,Helena小倩倩,,以为大张伟来。吓死我了 
5161,2016-10-17 08:12 ,MinionMe,榨汁机smoothy, 我看成大张伟😂 
5162,2016-10-17 08:12 ,相公的乖乖小娘子zzzz,,宝宝也看成大张伟了 吓我一跳 
5163,2016-10-17 08:12 ,再嘚啵wo就piupiupiu,,大老师怎么了？？怎么就被抓了 
5164,2016-10-17 08:12 ,remember_鹿,,张大伟 
5165,2016-10-17 08:12 ,丫-雅雅,,追逃爱是谁？ 
5166,2016-10-17 08:12 ,云朵上的蜘蛛侠和大熊猫,,我们都有眼癌 
5167,2016-10-17 08:12 ,虹之炎,,吓我一跳，看成了大张伟！ 
5168,2016-10-17 08:12 ,德盛隆,,这么多人和俺一样看成哪个唱歌的了 
5169,2016-10-17 08:12 ,谁和谁相遇的那个臂弯,,我看成了大张伟 
5170,2016-10-17 08:12 ,淋湿的是谁,,卧槽，眼残看成了大张伟 
5171,2016-10-17 08:12 ,城城xzq,,什么是追逃爱劝返？ 
5172,2016-10-17 08:11 ,落雨花签,,一眼看去评论全是大张伟 
5173,2016-10-17 08:11 ,我有眉毛了,,看成了大张伟哈哈哈哈哈哈哈哈哈哈哈 
5174,2016-10-17 08:11 ,为什么五月天不叫七月半,,看成大张伟的举手 
5175,2016-10-17 08:11 ,唯美文摘Beautiful,,看成大张伟的抱紧我 😂😂 
5176,2016-10-17 08:11 ,热门搞笑视频辑,,马勒戈壁  我还以为大张伟 
5177,2016-10-17 08:11 ,Sagittaire_Corona,,一看评论全看成大长伟！看来全国人民群众眼神和我一样都不好，我就放心了！ 
5178,2016-10-17 08:11 ,金金金针菇,酒心小白纸,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈 
5179,2016-10-17 08:11 ,每天都想装逼,,怎么感觉贪官都是自己投案，中国没抓过？ 
5180,2016-10-17 08:11 ,那就仗剑走天涯吧,骑驴笑看天下,哈哈哈哈哈 
5181,2016-10-17 08:11 ,PENG77--,,  第一眼看成了张大伟 
5182,2016-10-17 08:10 ,稚气發大财,,大张伟  哈哈哈哈 
5183,2016-10-17 08:10 ,贪玩de小孩i,,看成了大张伟 
5184,2016-10-17 08:10 ,阿晶Jessica,,哈哈哈 就说大张伟杂还犯罪了 
5185,2016-10-17 08:10 ,泡芙软绵绵呀,,第一眼以为是大张伟  
5186,2016-10-17 08:10 ,好天气好心情xin,, 我以为大张伟怎么了呢，吓得我赶紧点进来了 
5187,2016-10-17 08:10 ,彭大大大亮,,我昨晚上看了一眼看成大张伟  今天早上还是看成了大张伟  知道了我点进来我还在想大张伟咋了  尼玛这才发现是我的眼睛👀 
5188,2016-10-17 08:09 ,芒果汁呀,,以为大张伟 
5189,2016-10-17 08:09 ,你的迷人爹_,,我看成了大张伟 
5190,2016-10-17 08:09 ,Kian麥,,看成大张伟了，心想又是什么梗吗 
5191,2016-10-17 08:09 ,Miko张敏,,妈呀，看成大张伟了 
5192,2016-10-17 08:09 ,大莹儿爱喝冰阔乐,大张伟,，我绝对不是一个人 
5193,2016-10-17 08:09 ,你是负责搞笑de,,大老师 我差点要笑，仔细一看不是你 
5194,2016-10-17 08:09 ,狗在哭,,看完评论才知道原来是张大伟 
5195,2016-10-17 08:09 ,若久哟,,我确实看成了大张伟～～。 
5196,2016-10-17 08:09 ,晨454,,哎哟我去，看成了大张伟了，吓我一跳， 
5197,2016-10-17 08:08 ,时尚小点儿48830,,原谅我一直看成大张伟 
5198,2016-10-17 08:08 ,李小七_Risyou,,还以为大张伟 
5199,2016-10-17 08:08 ,潇洒是我是风格,,大老师躺枪 
5200,2016-10-17 08:08 ,甲鸟甲鸟不是甲方,胖吉娃娃不想变胖的胖主人,这个新闻莫名其妙上了热搜 
5201,2016-10-17 08:08 ,人生是美梦和热望啊,,以为大张伟也吸毒了😂😂😂 
5202,2016-10-17 08:08 ,_别说谎i,,我的天呐 看成了大张伟 吓死了 
5203,2016-10-17 08:08 ,甲鱼家的清坑坑,,看成大张伟😂😂😂😂😂 
5204,2016-10-17 08:08 ,霁菡-,,不会只有我一个看成大张伟吧。。。。 
5205,2016-10-17 08:08 ,世界上唯一的我居然只属于你,,我还以为大张伟..... 
5206,2016-10-17 08:08 ,向珊嘿诗柳,,[转发]藤灯   ¡评论配图 
5207,2016-10-17 08:08 ,张大伟i,张思阳5,第五个 
5208,2016-10-17 08:08 ,是夏子兮呀,,吓了我一跳，以为大张伟咋的了呢 
5209,2016-10-17 08:08 ,犬系彼女,,我也以为是大张伟 
5210,2016-10-17 08:07 ,Ivy阿非错,,集体看错成大老师上了热搜 
5211,2016-10-17 08:07 ,童念初,,我也是看成了大张伟…… 
5212,2016-10-17 08:07 ,Joy是女王,,我特么以为大张伟！ 
5213,2016-10-17 08:07 ,卜小奕,,以为是大张伟 
5214,2016-10-17 08:07 ,懿竺澜嗣,,原来看错了 
5215,2016-10-17 08:07 ,萌早早Life,,看成大张伟too 
5216,2016-10-17 08:07 ,_懒得起名字x,,看成了大张伟の原来不是我一个 
5217,2016-10-17 08:07 ,有神经病的寶寶,,我还以为大张伟怎么了呢。 
5218,2016-10-17 08:07 ,采大花君,,尼玛，我还以为大张伟！ 
5219,2016-10-17 08:07 ,一表人才你艳姐,,原来不是我一人看错 
5220,2016-10-17 08:07 ,-胡巴的萝卜丝-,,妈的，我就问张大伟是谁 
5221,2016-10-17 08:07 ,退堂鼓表演爱好者-,-给我两斤蛋挞, 
5222,2016-10-17 08:07 ,席小席,,以为是大张伟 
5223,2016-10-17 08:07 ,Hi_Rowling,,我以为大张伟怎么了呢，吓得我赶紧点进来了 
5224,2016-10-17 08:06 ,小火车啊呜呜呜,,妈的看成大张伟了 
5225,2016-10-17 08:06 ,只想和你在一起yjh,,看成了大张伟 
5226,2016-10-17 08:06 ,Ran果彩虹糖,,看成大张伟了 
5227,2016-10-17 08:06 ,七微水笙,,特么我以为大张伟，大张伟我对不起你 
5228,2016-10-17 08:06 ,小凤梨123,,为什么点进来……你们懂得 
5229,2016-10-17 08:06 ,笑笑笑笑笑不粗来,,我还想大张伟干嘛了 
5230,2016-10-17 08:06 ,家长100,_trubo菜_,我也是 
5231,2016-10-17 08:06 ,华晨宇的小老婆啊,,吓出屎看成大张伟点进来了 
5232,2016-10-17 08:06 ,磨平的爪牙,,大张伟，雷军，董小姐都进去了 
5233,2016-10-17 08:06 ,HeyJudy1,,我踏马还以为大张伟 
5234,2016-10-17 08:06 ,要温柔的小烨-,,吓我一跳，我以为大张伟！ 
5235,2016-10-17 08:06 ,sunshine猫九,,我以为是大张伟。。。 
5236,2016-10-17 08:06 ,少女和叔,,看成大张伟的不止我一人 
5237,2016-10-17 08:06 ,尤嘉jia,,原来不止我一个 
5238,2016-10-17 08:06 ,踏马伙计,,看成了大张伟的举手🙋 
5239,2016-10-17 08:06 ,李姚大人丶丶,,我踏马不止一次看成大张伟，这是什么毛病？ 
5240,2016-10-17 08:05 ,喵外星人-Caty,,我还以为是大张伟 
5241,2016-10-17 08:05 ,葉佳佳YE,,看到不止我一个人以为是大张伟我就放心了。 
5242,2016-10-17 08:05 ,张思阳5,张大伟i, 
5243,2016-10-17 08:05 ,王鹤棣家的疯菇凉阿郑,,吓我一跳，看成大张伟了，我还在想他犯什么错了 
5244,2016-10-17 08:05 ,懒懒的蘑菇,,是因为网友集体看错才上的热搜张大伟好气哦 
5245,2016-10-17 08:05 ,千琴蹿尔珍,,酶，踩   O网页链接 
5246,2016-10-17 08:05 ,紫安友思卉,,[懒得理你]全部在线看   O网页链接 
5247,2016-10-17 08:05 ,HQINGYe,,图片评论 O网页链接 
5248,2016-10-17 08:05 ,曼珠沙华_31216,,我以为只有我看成大张伟了😂 
5249,2016-10-17 08:05 ,Yong小猩有点懒啊,,每次都看成大张伟…… 
5250,2016-10-17 08:05 ,撸撸羊i,,为什么一直觉得是大张伟 就想大张伟还出得了国！ 
5251,2016-10-17 08:04 ,_木_森_木_,,把看成大张伟的，都赞一遍 
5252,2016-10-17 08:04 ,长颈鹿pppp,,我去，吓死我，看成大张伟 
5253,2016-10-17 08:04 ,一腔诗意喂了狗hh_,,看成大张伟哈哈哈哈哈 
5254,2016-10-17 08:04 ,吴邪带我回家V,洒脱O红颜, 
5255,2016-10-17 08:04 ,毛毛毛毛腿,,看成张国伟的有么举个手😭 
5256,2016-10-17 08:04 ,小墨鱼丁,,我以为大张伟 
5257,2016-10-17 08:04 ,一颗小番茄ylj,,大家都跟我一样看成了大张伟 
5258,2016-10-17 08:04 ,我要改昵称可否,,看到一次每一次都觉得是大张伟 哎呦 老了眼神不行了 
5259,2016-10-17 08:03 ,萌甜小鲜女er,,第一反映大张伟 
5260,2016-10-17 08:03 ,猫尾妹妹,,不自觉看成了大张伟 
5261,2016-10-17 08:03 ,张起魄,,吓死我了，以为是大张伟 
5262,2016-10-17 08:03 ,yixiandula,,迷茫的看完前半段…… 
5263,2016-10-17 08:03 ,默家小七,,看来不只我一人看成大张伟 
5264,2016-10-17 08:03 ,邱zhou,,我以为是大张伟 
5265,2016-10-17 08:03 ,大喵小喵都是喵,,不是我一个人看成大张伟。哈哈哈 
5266,2016-10-17 08:02 ,杨华北,,大张伟？ 
5267,2016-10-17 08:02 ,嘉嘉嘉欣啊,,特码劳资看成了大张伟 
5268,2016-10-17 08:02 ,啊槑少女,,我还以为大张伟怎么了 
5269,2016-10-17 08:02 ,曾小贤卐,华一梁,不赞了，太多了！这逼我不装了😂 
5270,2016-10-17 08:02 ,陈杏红ashine,,又看成大张伟了 
5271,2016-10-17 08:02 ,杨洋的女朋友mixiu,,看成了大张伟 
5272,2016-10-17 08:02 ,_小糖豆Angie,,我去，我看成大张伟了 
5273,2016-10-17 08:02 ,Freedom_Elk,,评论一片看成大张伟，大家连讨论张大伟的兴趣都没有啊 
5274,2016-10-17 08:02 ,m_君莫笑-7,为什么那么多人和我一样的, 
5275,2016-10-17 08:02 ,笑容灿烂的大头巍,,为什么看成大张伟大 
5276,2016-10-17 08:01 ,风吹麦哩个浪,Brestsunny, 
5277,2016-10-17 08:01 ,在梦里有个地方y,,一下就激动了 
5278,2016-10-17 08:01 ,改青丝,,还在想大张伟为什么要投案自首 
5279,2016-10-17 08:01 ,辛巴的夹心饼干,,我点进来就是为了看有多少人和我一样看成大张伟的 
5280,2016-10-17 08:01 ,在梦里有个地方y,,我以为是大张伟睁眼瞎 
5281,2016-10-17 08:01 ,那年萍水河畔的李小兜,,麻蛋，我以为是大张伟 
5282,2016-10-17 08:01 ,郑星云_lucky,,看成大张伟~ 
5283,2016-10-17 08:01 ,小叫的微博大号,,吓死了，以为是大张伟 
5284,2016-10-17 08:01 ,曾小贤卐,,把看成大张伟的全赞了一边 
5285,2016-10-17 08:01 ,VCLHB,,妈的以为大张伟😂 
5286,2016-10-17 08:01 ,zh52000,,同大张伟😂 
5287,2016-10-17 08:01 ,媛葛葛-,,第一眼以为是大张伟 
5288,2016-10-17 08:01 ,杨杨杨naer,,我就知道看成大张伟的不是我一个人 
5289,2016-10-17 08:01 ,蜜蜜蜜思王啊-Lillian,,以为是大张伟，还想不是一直在国内嘛 
5290,2016-10-17 08:01 ,ELE的日常,张国伟_国家伟大, 
5291,2016-10-17 08:00 ,Shenmeizhi-,,看了老半天没反应过来，看评论才知道 
5292,2016-10-17 08:00 ,狮子耶嘿嘿嘿嘿嘿嘿嘿,,这特马吓死我了！大张伟…… 
5293,2016-10-17 08:00 ,张小劲,,   我也看成大张伟了。 
5294,2016-10-17 08:00 ,lucky-6day,,原来不是只有我一个人看成大张伟！ 
5295,2016-10-17 08:00 ,Superloy,,我还以为是大张伟！ 
5296,2016-10-17 08:00 ,南瓜南瓜z,,看成大张伟的一定不止我一个 
5297,2016-10-17 08:00 ,贺贺MuMu,,看成大张伟进来的，进来一看全看成大张伟啦 
5298,2016-10-17 08:00 ,手机用户3116537995,,我看成了大张伟 
5299,2016-10-17 08:00 ,酷到炸的小仙女_Yi,,我还寻思大张伟怎么的了呢 
5300,2016-10-17 08:00 ,半夜想吃鱼摆摆,,滴，看成大张伟卡 
5301,2016-10-17 08:00 ,改名变欧皇,,卧槽看成大张伟 
5302,2016-10-17 08:00 ,一只西瓜兔,因为我也是, 
5303,2016-10-17 07:59 ,步行街男一,,一不小心就看成了大张伟 
5304,2016-10-17 07:59 ,木讷的lee小姐,,一开始以为大张伟，看清楚之后更恐怖，我同事叫张大伟 
5305,2016-10-17 07:59 ,_-关习习-_,,说  有多少人看成了大张伟 
5306,2016-10-17 07:59 ,热心网友痞老板,,有这么多人看成大张伟的 
5307,2016-10-17 07:59 ,看又一个卖鞋的,,我晕，看了几遍都是大张伟，这让我很吃惊！！！ 
5308,2016-10-17 07:59 ,手机用户5865886357,,就我想成张益达了吗 
5309,2016-10-17 07:59 ,疯兔子,君君王Gd, 我还以为大张伟！ 
5310,2016-10-17 07:59 ,炖萝卜的仙女rabbit,,和大家一样..看成了大张伟.. 
5311,2016-10-17 07:59 ,伪粉白嫖哦,,只有我看成大张伟了么 
5312,2016-10-17 07:59 ,shelling889,,看成大张伟，吓一跳 
5313,2016-10-17 07:58 ,BiuBiu鲁蚊子,,大张伟。。。 
5314,2016-10-17 07:58 ,一颗薇豌豆,,大张伟 
5315,2016-10-17 07:58 ,-liar_v,,原来不止我一个人看成大张伟 
5316,2016-10-17 07:58 ,大萌的后花园,,我看成了大张伟 
5317,2016-10-17 07:58 ,ninivieh,,看成大张伟还合计抄袭至于自首吗 
5318,2016-10-17 07:58 ,誒石榴在西耶耶,,我以为大张伟，吓死 
5319,2016-10-17 07:58 ,享阝健,,我特麼以為是大張偉 😂 
5320,2016-10-17 07:58 ,WYJ哟,,大张伟😂 😂 我还纳闷他犯什么错了 
5321,2016-10-17 07:58 ,骑驴笑看天下,那就仗剑走天涯吧, 第一眼看成了大张伟，一脸懵逼 
5322,2016-10-17 07:58 ,绿水亡,,尼玛。。。炒作    绝逼炒作    看成大张伟了    张大伟是谁？ 
5323,2016-10-17 07:58 ,远走高飞的可可X,,看成了大张伟 
5324,2016-10-17 07:58 ,呆萌宁寧,,看成大张伟了 
5325,2016-10-17 07:57 ,inkpepper,,就说张大伟不会无缘无故上热搜 
5326,2016-10-17 07:57 ,以涯,,大张伟，莫名躺枪，都看成了大张伟 
5327,2016-10-17 07:57 ,一只仙女味的猕猴桃,,把看成大张伟的斗赞了一遍 
5328,2016-10-17 07:57 ,朱一虎-,,不好意思，看成大张伟 
5329,2016-10-17 07:57 ,标榜死神-爱yuxiaohuai,,第一眼看成大张伟的举手 
5330,2016-10-17 07:57 ,小鱼和阳光彩虹小白马,,哎哟，心疼我们张大爷 
5331,2016-10-17 07:57 ,鹿晗家的板栗m,吓我一跳，看成大张伟你了,@大张伟 
5332,2016-10-17 07:57 ,滕潍毓,,原来不止我一个看成大张伟 
5333,2016-10-17 07:57 ,94264542698_,,我看成大张伟了 
5334,2016-10-17 07:57 ,文艺青年李十三,,我特么还以为是大张伟 
5335,2016-10-17 07:57 ,JUE大锅,,我看成大张伟了。。。。 
5336,2016-10-17 07:57 ,lxoeesuk,,我看成大张伟…… 
5337,2016-10-17 07:56 ,-RichYouth,,爱一艺会员超级便宜哦 
5338,2016-10-17 07:56 ,Cheesewww,,看成大张伟我也是醉了！！！ 
5339,2016-10-17 07:56 ,今年只剩一次改微博名字的机会了,,妈的宝宝张大伟大张伟 
5340,2016-10-17 07:56 ,P_g是猪,,大张伟 
5341,2016-10-17 07:56 ,亲爱的鸭子lxy,,看成大张伟差点哭了 
5342,2016-10-17 07:56 ,村长一拍大腿说,,网友们第一次意见一致。大张伟 
5343,2016-10-17 07:56 ,西柚SaYa,,还以为是大张伟… 
5344,2016-10-17 07:56 ,记得退哦,,我以为是大张伟 
5345,2016-10-17 07:56 ,小树藤要长大,,我还以为大张伟出啥事了，哎呀妈呀眼神不好使了哦(⊙o⊙)哦。。。。😂😂😂 
5346,2016-10-17 07:56 ,Aprilisll,,看到不是我一个人看成了大张伟我就放心了 
5347,2016-10-17 07:56 ,Super李煊,,大张伟无辜躺枪 
5348,2016-10-17 07:56 ,村长一拍大腿说,,我以为是大张伟 
5349,2016-10-17 07:56 ,妖妖小翔,¡,评论配图 
5350,2016-10-17 07:55 ,小靳大先生,,尼玛，看成大张伟 
5351,2016-10-17 07:55 ,戴小琴琴琴琴,,看标题懵了  以为大张伟犯什么事了   (⊙o⊙)?(⊙o⊙)? 
5352,2016-10-17 07:55 ,ZZZZZXIGUA,,乍一看大张伟惊了一呆 
5353,2016-10-17 07:55 ,我是brightbright,,哎呦，我去，我看成大张伟咯 
5354,2016-10-17 07:55 ,铁锤妹妹Mrs,,我就想知道，大张伟知道这事儿吗？ 
5355,2016-10-17 07:55 ,Jinvi-Chou,,果然不止我一个人看成大张伟 
5356,2016-10-17 07:55 ,以其人之道还治其人之身的撕逼,,吓得我一身冷汗 
5357,2016-10-17 07:55 ,me的二次幂ing,,吓死我了，差点看成了大张伟 
5358,2016-10-17 07:55 ,佳人甚好,,以为大张伟 
5359,2016-10-17 07:54 ,坡胀,,吓，我以为大张伟呢。 
5360,2016-10-17 07:54 ,Dany雪潇,,吓死了，乍一看以为是大张伟 
5361,2016-10-17 07:54 ,一只猫和一只猪三只狗,,中国字反了不影响阅读体验 
5362,2016-10-17 07:54 ,khun丹,,图片评论 O网页链接 
5363,2016-10-17 07:54 ,只要搞钱不想谈浪漫爱情,,都在关注神舟，谁关注下我们西安高陵人的死活，1500名特警街道乱打人，我们为了维权就应该被欺压吗，30万高陵人现在不敢出门，出门碰见警察就要被打，和日本鬼子进城一样，没有一家媒体敢报道，叫天天不应，叫地地不灵啊 
5364,2016-10-17 07:54 ,弓一南,,看成大张伟的我.....吓死了... 
5365,2016-10-17 07:54 ,西野萩花,,我也以为是大张伟 
5366,2016-10-17 07:54 ,Alex一OY,,看成大张伟的举手！吓死我了！ 
5367,2016-10-17 07:54 ,邪魅大猩猩,,看成了大张伟 
5368,2016-10-17 07:54 ,A_可可扎心,,第一眼以为是大张伟，吓宝宝一跳 
5369,2016-10-17 07:54 ,-她信_,,谁和我一样第一反应大张伟闹事了？？ 
5370,2016-10-17 07:53 ,小新adj,小懒灰灰灰,哈哈！看来字顺序错了！也不影响！阅读 
5371,2016-10-17 07:53 ,小凡-afan,,求大老师的心理阴影面积 
5372,2016-10-17 07:53 ,三王爱王木木,,看成大张伟 
5373,2016-10-17 07:53 ,向珊嘿诗柳,,在线看[膜拜了]   ¡评论配图 
5374,2016-10-17 07:53 ,情非得已你别怕,longing像你,我得赞你一遍😂 
5375,2016-10-17 07:53 ,血菠萝,,.....有人看对了吗？。都以为是大张伟吧 
5376,2016-10-17 07:53 ,小二两斤柚子,-淼淼的水水,我还看了好几遍 
5377,2016-10-17 07:53 ,剪不断的水水,,大张伟犯事了？ 
5378,2016-10-17 07:53 ,特别容易暴躁的菌菌,,看成了大张伟。 
5379,2016-10-17 07:53 ,歔欷盱眙,,吓死宝宝了我以为是大张伟 
5380,2016-10-17 07:52 ,yu航亮0412,刘祝君Cri,看图。我们都搞错了。。。 
5381,2016-10-17 07:52 ,是呵呵贺啊,,看来都是看成大张伟进来的 
5382,2016-10-17 07:52 ,HisG-KB,,原来看成大张伟的不止我一个啊😂 
